NombreUnidad,direccion,entidad,municipio,telefono,correoelec,sitioweb,Latitude,Longitude,Sector,Inst,POBUSn,POBUSa,POBUSd,,SumaCluster,NivCuidad,ConDer,comollegar
JARDIN NIÑOS JOSE PARRES ARIAS 511,"Avenida De Las Rosas 2396, Int: NA, Colonia Los Cajetes, C.P. 45234 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.59139875,-103.4264808,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.59139875,-103.4264808&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESTANCIA INFANTIL LA CASITA DE POOH,"Calle San Pedro 65, Int: NA, Colonia Santa Rosa Del Valle, C.P. 45690 El Salto, Jalisco",Jalisco,El Salto,Tel. 31641106,,,20.55968666,-103.3254471,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.55968666,-103.3254471&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
KINDER EL PRINCIPITO,"Calle Carlos Castillo P. 26, Int: NA, Colonia Chichimeco, C.P. 47750 Atotonilco el Alto, Jalisco",Jalisco,Atotonilco el Alto,Tel. 3919175944,,,20.55486296,-102.5006366,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.55486296,-102.5006366&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS ALFREDO V BONFIL,"Calle Angulo 334, Int: NA, Colonia San Juan De Ocotan, C.P. 45019 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.71279006,-103.4508361,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.71279006,-103.4508361&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA URBANA 1213 JUAN BAUTISTA IÑIGUEZ T/M,"Calle Valle De Los Arces NA, Int: NA, Ciudad Tlajomulco De Zuñiga, C.P. 45640 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. 44449855,,,20.45838454,-103.4296861,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.45838454,-103.4296861&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS WOLFGANG AMADEUS MOZART 14PJN1631I,"Avenida Mariano Barcena 2185, Int: NA, Colonia Arroyo Hondo, C.P. 45180 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3317326788,,,20.73795575,-103.3447766,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.73795575,-103.3447766&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA NIÑOS HEROES DE CHAPULTEPEC,"Calle Valle De Atemajac 0, Int: NA, Colonia Fracc Parque Real, C.P. 45130 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3310891423,susymichu@hotmail.com,,20.74377527,-103.4396448,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.74377527,-103.4396448&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS SOR JUANA INES DE LA CRUZ,"Calle Paseo Centinela NA, Int: NA, Colonia La Luz, C.P. 47120 Jalostotitlán, Jalisco",Jalisco,Jalostotitlán,Tel. 4317462236,,,21.16698078,-102.4720735,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.16698078,-102.4720735&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA ADOLFO LOPEZ MATEO 14DPR3451X,"Calle Rita Perez De Moreno 200, Int: NA, Colonia San Miguel, C.P. 47420 Lagos de Moreno, Jalisco",Jalisco,Lagos de Moreno,Tel. NA,,,21.36666397,-101.9327453,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.36666397,-101.9327453&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA JOSE CLEMENTE OROZCO,"Calle Cromita 113, Int: NA, Colonia Arenales Tapatios, C.P. 45066 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.6352993,-103.4589605,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6352993,-103.4589605&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA MIGUEL HIDALDO Y COSTILLA,"Calle Miguel Hidalgo 0, Int: NA, Pueblo Campo Acosta, C.P. 48480 Tomatlán, Jalisco",Jalisco,Tomatlán,Tel. NA,,,19.76803236,-105.2505061,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.76803236,-105.2505061&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS VESPERTINO,"Boulevard Chula Vista 311, Int: NA, Colonia Chulavista, C.P. 45655 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,14djn2170r@escuelas.sej.gob.mx,,20.49743276,-103.3600579,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.49743276,-103.3600579&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA NIÑOS HEROES,"Calle Presa Del Estribon 756, Int: NA, Colonia San Joaquin, C.P. 44770 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336982729,,,20.6726464,-103.2773841,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6726464,-103.2773841&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ROSAURA ZAPATA T M 01414I I,"Calle Doctor Pedro De Alba NA, Int: NA, Colonia Mi Nuevo Sanjuan 47030, C.P. 47030 San Juan de los Lagos, Jalisco",Jalisco,San Juan de los Lagos,Tel. 3957853678,,,21.25431322,-102.3254296,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.25431322,-102.3254296&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA NIÑOS HEROES,"Calle Niños Heroes 3, Int: NA, Colonia Centro, C.P. 47540 Ojuelos de Jalisco, Jalisco",Jalisco,Ojuelos de Jalisco,Tel. NA,,,21.89255918,-101.6494607,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.89255918,-101.6494607&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS NUNUNTZI KIE,"Avenida Las Torres 56, Int: NA, Colonia Barrio Nuevo, C.P. 45420 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,14ejn0184@escuelas.sej.gob,,20.6195714,-103.2745706,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6195714,-103.2745706&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS RUBEN DARIO,"Calle Morelos 92, Int: NA, Colonia Col. Indigena De San Sebastianito, C.P. 45590 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,jnrubendario@gmail.com,,20.59056778,-103.3872256,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.59056778,-103.3872256&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO CALMECAC,"Calle San Francisco 63, Int: NA, Colonia Tesistan, C.P. 45200 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3338972144,,,20.79924457,-103.4763808,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.79924457,-103.4763808&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS GABILONDO SOLER,"Calle Romero 972, Int: NA, Colonia Salvador Lopez Portillo, C.P. 45580 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. 3313386930,lep_lupitasalazar@hotmail.com,,20.62155584,-103.2982644,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62155584,-103.2982644&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA MARIA MAGDALENA VIDAURRI DE COSIO,"Calle Lopez Cotilla 458, Int: NA, Colonia Bellavista, C.P. 47200 Teocaltiche, Jalisco",Jalisco,Teocaltiche,Tel. NA,,,21.43587239,-102.5651432,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.43587239,-102.5651432&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS CIHUALPILLI TURNO MATUTINO,"Calle Juarez 18, Int: NA, Colonia Tonala Centro, C.P. 45400 Tonalá, Jalisco",Jalisco,Tonalá,Tel. 3336833209,,,20.62383468,-103.2415555,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62383468,-103.2415555&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS 73 CUAUHTEMOC,"Calle A. Ramirez 0, Int: NA, Colonia San Sebastian El Grande, C.P. 45650 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.53189026,-103.4315187,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.53189026,-103.4315187&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA FEDERAL FRANCISCO MARQUEZ TURNO VESPERTINO,"Calle Alvaro Obregon 54, Int: NA, Ciudad Escuela Federal Fracisco Marquez, C.P. 48940 Casimiro Castillo, Jalisco",Jalisco,Casimiro Castillo,Tel. 3573830093,,,19.62075118,-104.5332986,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.62075118,-104.5332986&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA FEDERAL GREGORIO TORRES QUINTERO,"Calle Atotonilco El Alto 201, Int: NA, Colonia Jalisco, C.P. 44512 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,,,20.68425145,-103.2635914,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68425145,-103.2635914&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS ALFONSO GONZALEZ,"Calle Pedro Moreno 44, Int: NA, Colonia Zona Centro, C.P. 47250 Villa Hidalgo, Jalisco",Jalisco,Villa Hidalgo,Tel. 495961187,,,21.67437118,-102.5902054,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.67437118,-102.5902054&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA 6 DE MAYO JOSE SILVERIO NUÑEZ,"Calle Herreros 205, Int: NA, Colonia Emiliano Zapata, C.P. 45180 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.75092,-103.3634755,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.75092,-103.3634755&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JUAN ESCUTIA,"Calle Atotonilco El Alto 201, Int: NA, Colonia Jalisco, C.P. 44512 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,,,20.68425145,-103.2635914,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68425145,-103.2635914&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PREESCOLAR GENERAL CENTRO DE DESARROLLO COMUNITARIO 16 TM,"Calle Isaac Albeniz 3251, Int: NA, Colonia San Andres, C.P. 44810 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.65669826,-103.2929076,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65669826,-103.2929076&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CROP KIDS LIDERES,"Avenida Mariano Otero 3607, Int: NA, Colonia La Calma, C.P. 45070 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3310579348,,,20.63915861,-103.4175878,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63915861,-103.4175878&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS TLATOA TURNO VESPERTINO,"Calle Potrero Del Llano 1534, Int: NA, Colonia 18 De Marzo, C.P. 44960 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.63534152,-103.3731017,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63534152,-103.3731017&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS,"Calle Ninguno 185, Int: NA, Colonia Aldama Poniente, C.P. 47170 San Julián, Jalisco",Jalisco,San Julián,Tel. NA,,,21.00827592,-102.1879329,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.00827592,-102.1879329&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MARCELINO GARCIA BARRAGAN,"Privada De La Espuela 350, Int: NA, Parque Industrial Parque Industrial Belenes Norte, C.P. 45150 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,jdnmarcelino1@hotmail.com,,20.73548108,-103.3965478,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.73548108,-103.3965478&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA ABEL SALGADO VELASCO,"Calle Marte 1574, Int: NA, Colonia La Palmita, C.P. 45186 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3324003405,,,20.72995044,-103.3566704,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.72995044,-103.3566704&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
KINDER NIÑOS HEROES,"Calle Rio Yaqui 9, Int: NA, Colonia La Ribera, C.P. 47940 Ayotlán, Jalisco",Jalisco,Ayotlán,Tel. NA,,,20.34815385,-102.2781369,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.34815385,-102.2781369&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA PROF IGNACIO VILLASEÑOR LAZCANO,"Calle Puebla Sur NA, Int: NA, Barrio Centro, C.P. 48000 Unión de Tula, Jalisco",Jalisco,Unión de Tula,Tel. NA,,,19.95303575,-104.2711648,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.95303575,-104.2711648&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS EL PIPILA,"Calle 5 De Mayo Sur 789, Int: NA, Colonia San Julian Centro, C.P. 47170 San Julián, Jalisco",Jalisco,San Julián,Tel. NA,,,21.0032179,-102.1797375,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.0032179,-102.1797375&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA,"Calle Lopez Mateos 30, Int: NA, Colonia El Rosal, C.P. 45300 Tala, Jalisco",Jalisco,Tala,Tel. NA,14epr0691a@escuelas.sep.gom.mx,,20.65401364,-103.7075793,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65401364,-103.7075793&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA LAZARO CARDENAS DEL RIO,"Calle Verdia NA, Int: NA, Colonia San Juan, C.P. 47860 Ocotlán, Jalisco",Jalisco,Ocotlán,Tel. NA,,,20.35756218,-102.7557505,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.35756218,-102.7557505&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
FRANCISCO GONZALES LEON T-V,"Calle Morelos NA, Int: NA, Fraccionamiento La Union Del Cuatro, C.P. 45653 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. 3314006613,,,20.52040665,-103.3681909,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.52040665,-103.3681909&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA BACA CALDERON 14EPR1125N,"Calle Lis 70, Int: NA, Colonia Lindavista, C.P. 47730 Tototlán, Jalisco",Jalisco,Tototlán,Tel. NA,,,20.5474355,-102.7864801,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.5474355,-102.7864801&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
REVOLUCION URBANA 791,"Calle 20 De Mayo 6608, Int: NA, Colonia Las Pintas De Arriba, C.P. 45690 El Salto, Jalisco",Jalisco,El Salto,Tel. NA,,,20.57325532,-103.3255276,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.57325532,-103.3255276&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA JOSÉ VASCONCELOS,"Calle Pedro Navarro Venegas 469, Int: NA, Colonia Adobes, C.P. 47698 Tepatitlán de Morelos, Jalisco",Jalisco,Tepatitlán de Morelos,Tel. 3787825870,,,20.78692607,-102.7812361,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.78692607,-102.7812361&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS RAFAELA VILLEGAS ISLAS TM,"Calle Tivoli 106, Int: NA, Colonia San Francisco, C.P. 44790 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336059844,,,20.661613,-103.27936,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.661613,-103.27936&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA XOCHILTEPEC,"Calle 5 De Febrero Oriente 47, Int: NA, Colonia El Cerrito, C.P. 46470 Magdalena, Jalisco",Jalisco,Magdalena,Tel. 3867441659,,,20.91044753,-103.979399,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.91044753,-103.979399&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS JUAN DE DIOS PEZA NUMERO 21,"Calle Lazaro Cardenas NA, Int: NA, Colonia Francisco I Madero, C.P. 45530 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,,,20.6037758,-103.3727406,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6037758,-103.3727406&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA LAZARO CARDENAS DEL RIO,"Calle Casimiro Castillo 237, Int: NA, Colonia Centro, C.P. 48900 Autlán de Navarro, Jalisco",Jalisco,Autlán de Navarro,Tel. NA,,,19.76768278,-104.3634503,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.76768278,-104.3634503&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO EDUCATIVO CARMEN LIRA,"Calle Del Nogal 210, Int: NA, Colonia La Tuzania, C.P. 45130 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.73212211,-103.4121385,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.73212211,-103.4121385&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA AURELIA L GUEVARA 630,"Calle Rondalla 1565, Int: NA, Colonia Guadalajara Oriente, C.P. 44700 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.69965513,-103.2988292,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69965513,-103.2988292&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS BENITO JUAREZ HDJN09200,"Privada Morelos NA, Int: NA, Barrio Olas Altas, C.P. 49700 San Gabriel, Jalisco",Jalisco,San Gabriel,Tel. NA,,,19.74396264,-103.7642764,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.74396264,-103.7642764&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
LOUDOTECA LA ESTANCIA,"Calzada Madero Y Carranza 568, Int: NA, Colonia Col Revolucion, C.P. 49000 Zapotlán el Grande, Jalisco",Jalisco,Zapotlán el Grande,Tel. NA,,,19.70275745,-103.482475,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.70275745,-103.482475&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
J GUADALUPE ZUNO,"Calle Javier Mina 13, Int: NA, Localidad Bellavista, C.P. 45320 Acatlán de Juárez, Jalisco",Jalisco,Acatlán de Juárez,Tel. NA,,,20.43540487,-103.6358326,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.43540487,-103.6358326&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JUSTO SIERRA,"Calle Morelos Norte 477, Int: NA, Colonia Centro, C.P. 49650 Tamazula de Gordiano, Jalisco",Jalisco,Tamazula de Gordiano,Tel. NA,,,19.68223872,-103.2503351,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.68223872,-103.2503351&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MIGUEL HIDALGO Y COSTILLA,"Calle Morelos 25, Int: NA, Colonia Centro, C.P. 48050 Ayutla, Jalisco",Jalisco,Ayutla,Tel. NA,,,20.13110274,-104.3456321,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.13110274,-104.3456321&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESTANCIA INFANTIL PEQUEÑO ODIN,"Calle Francisco I. Madero 57, Int: NA, Colonia Calvario, C.P. 49130 Gómez Farías, Jalisco",Jalisco,Gómez Farías,Tel. NA,,,19.81544281,-103.4676024,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.81544281,-103.4676024&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS 473,"Calle Islas Salomon 3395, Int: NA, Colonia Jardines Del Sur, C.P. 44950 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.63429017,-103.3933249,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63429017,-103.3933249&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA FEDERAL SEVERO DIAZ G TURNO MATUTINO,"Avenida Belisario Dominguez 3764, Int: NA, Colonia San Miguel De Huentitan El Alto 1A Secc, C.P. 44390 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.71620812,-103.2972933,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.71620812,-103.2972933&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
